filename	label	start_span	end_span	text	note
casos_clinicos_cardiologia188	DISEASE	3121	3163	thrombotic occlusion of the first diagonal	
casos_clinicos_cardiologia188	DISEASE	3277	3337	Intermediate lesion in the middle anterior descending artery	
casos_clinicos_cardiologia188	DISEASE	4066	4072	angina	
casos_clinicos_cardiologia188	DISEASE	4349	4372	coronary artery disease	
casos_clinicos_cardiologia188	DISEASE	4427	4447	hypercholesterolemia	
casos_clinicos_cardiologia188	DISEASE	4488	4491	AMI	
casos_clinicos_cardiologia188	DISEASE	5959	5990	Chronic ischaemic heart disease	
casos_clinicos_cardiologia188	DISEASE	5992	5995	AMI	
casos_clinicos_cardiologia188	DISEASE	6005	6042	single-vessel coronary artery disease	
casos_clinicos_cardiologia188	DISEASE	6093	6128	Moderate stenosis in the middle LAD	
casos_clinicos_cardiologia188	DISEASE	6202	6222	Hypercholesterolemia	
casos_clinicos_cardiologia166	DISEASE	20	34	drug allergies	
casos_clinicos_cardiologia166	DISEASE	64	87	ischaemic heart disease	
casos_clinicos_cardiologia166	DISEASE	92	98	stroke	
casos_clinicos_cardiologia166	DISEASE	116	146	familial hypercholesterolaemia	
casos_clinicos_cardiologia166	DISEASE	178	220	heterozygous familial hypercholesterolemia	
casos_clinicos_cardiologia166	DISEASE	297	303	smoker	
casos_clinicos_cardiologia166	DISEASE	704	725	odontogenic infection	
casos_clinicos_cardiologia166	DISEASE	798	805	syncope	
casos_clinicos_cardiologia166	DISEASE	2223	2301	left ventricle neither dilated nor hypertrophic with mild systolic dysfunction	
casos_clinicos_cardiologia166	DISEASE	2527	2548	valvular heart diseas	
casos_clinicos_cardiologia166	DISEASE	2554	2574	pericardial effusion	
casos_clinicos_cardiologia166	DISEASE	3224	3333	segment, and up to the exit of the second diagonal, a subocclusive lesion with thrombotic content is observed	
casos_clinicos_cardiologia166	DISEASE	3376	3394	thrombotic disease	
casos_clinicos_cardiologia166	DISEASE	3398	3451	spiroid dissection with thrombosis of the false lumen	
casos_clinicos_cardiologia166	DISEASE	4276	4339	slight lesion in the proximal third of the right coronary arter	
casos_clinicos_cardiologia166	DISEASE	4437	4500	Anterior descending artery (AD) with acute thrombotic occlusion	
casos_clinicos_cardiologia166	DISEASE	5060	5115	mild LV systolic dysfunction with segmental alterations	
casos_clinicos_cardiologia166	DISEASE	5273	5290	myocardial damage	
casos_clinicos_cardiologia166	DISEASE	5334	5355	acute myopericarditis	
casos_clinicos_cardiologia166	DISEASE	5486	5515	familial hypercholesterolemia	
casos_clinicos_cardiologia166	DISEASE	5541	5555	active smoking	
casos_clinicos_cardiologia166	DISEASE	5581	5604	ischaemic heart disease	
casos_clinicos_cardiologia166	DISEASE	5781	5798	arrhythmic events	
casos_clinicos_cardiologia166	DISEASE	6013	6036	ventricular dysfunction	
casos_clinicos_cardiologia166	DISEASE	6232	6247	myopericarditis	
casos_clinicos_cardiologia166	DISEASE	6457	6480	ischaemic heart disease	
casos_clinicos_cardiologia166	DISEASE	6576	6643	subocclusive lesion of possible thrombotic origin in the middle LAD	
casos_clinicos_cardiologia166	DISEASE	6678	6697	coronary dissection	
casos_clinicos_cardiologia166	DISEASE	6846	6893	thrombotic occlusion in the proximal-medial LAD	
casos_clinicos_cardiologia166	DISEASE	7168	7204	acute anterior myocardial infarction	
casos_clinicos_cardiologia166	DISEASE	7210	7238	post-infarction pericarditis	
casos_clinicos_cardiologia166	DISEASE	7247	7267	pericardial effusion	
casos_clinicos_cardiologia166	DISEASE	7421	7428	smoking	
casos_clinicos_cardiologia166	DISEASE	7582	7605	acute coronary syndrome	
casos_clinicos_cardiologia166	DISEASE	7799	7806	smoking	
casos_clinicos_cardiologia166	DISEASE	8132	8168	Acute anterior myocardial infarction	
casos_clinicos_cardiologia166	DISEASE	8182	8243	thrombotic occlusion of the middle anterior descending artery	
casos_clinicos_cardiologia166	DISEASE	8287	8335	Mild LV systolic dysfunction of ischaemic origin	
casos_clinicos_cardiologia166	DISEASE	8337	8371	Acute post-infarction pericarditis	
casos_clinicos_cardiologia166	DISEASE	8391	8411	pericardial effusion	
casos_clinicos_cardiologia166	DISEASE	8413	8455	Heterozygous familial hypercholesterolemia	
casos_clinicos_cardiologia166	DISEASE	8481	8495	Active smoking	
casos_clinicos_cardiologia256	DISEASE	77	91	drug allergies	
casos_clinicos_cardiologia256	DISEASE	130	139	ex-smoker	
casos_clinicos_cardiologia256	DISEASE	156	169	dyslipidaemia	
casos_clinicos_cardiologia256	DISEASE	238	251	heart disease	
casos_clinicos_cardiologia256	DISEASE	255	267	sudden death	
casos_clinicos_cardiologia256	DISEASE	596	603	syncope	
casos_clinicos_cardiologia256	DISEASE	605	622	exertional angina	
casos_clinicos_cardiologia256	DISEASE	953	973	deep vein thrombosis	
casos_clinicos_cardiologia256	DISEASE	1995	2052	Tricuspid valve with thin leaflets, minimal insufficiency	
casos_clinicos_cardiologia256	DISEASE	2235	2255	pericardial effusion	
casos_clinicos_cardiologia256	DISEASE	2536	2668	Circumflex (Cx): anomalous origin of its origin from the right coronary sinus adjacent to the DC ostium, with retroaortic trajectory	
casos_clinicos_cardiologia256	DISEASE	2670	2689	Subocclusive artery	
casos_clinicos_cardiologia256	DISEASE	2818	2886	Diffuse atheromatosis with two moderate tandem lesions in distal RCA	
casos_clinicos_cardiologia256	DISEASE	2892	2966	posterior descending (PD) artery presents angiographically moderate lesion	
casos_clinicos_cardiologia256	DISEASE	3495	3502	NSTEACS	
casos_clinicos_cardiologia256	DISEASE	3726	3890	suboccluded circumflex artery with anomalous origin from the right coronary sinus adjacent to the ostium of the right coronary artery, with a retroaortic trajectory	
casos_clinicos_cardiologia256	DISEASE	4115	4169	significant lesion in the posterior descending artery.	
casos_clinicos_cardiologia256	DISEASE	4242	4255	heart failure	
casos_clinicos_cardiologia256	DISEASE	4259	4276	arrhythmic events	
casos_clinicos_cardiologia256	DISEASE	4361	4425	Acute coronary syndrome without ST elevation of lateral location	
casos_clinicos_cardiologia256	DISEASE	4440	4449	non-Q AMI	
casos_clinicos_cardiologia256	DISEASE	4461	4557	Anomalous origin of circumflex coronary artery from right coronary sinus with retroaortic course	
casos_clinicos_cardiologia256	DISEASE	4559	4724	Two-vessel coronary artery disease: circumflex artery suboccluded at the origin, significant stenosis in the posterior descending branch of the right coronary artery	
casos_clinicos_cardiologia256	DISEASE	4595	4624	circumflex artery suboccluded	
casos_clinicos_cardiologia256	DISEASE	4640	4724	significant stenosis in the posterior descending branch of the right coronary artery	
casos_clinicos_cardiologia79	DISEASE	77	86	allergies	
casos_clinicos_cardiologia79	DISEASE	106	127	arterial hypertension	
casos_clinicos_cardiologia79	DISEASE	129	145	moderate obesity	
casos_clinicos_cardiologia79	DISEASE	158	188	paroxysmal atrial fibrillation	
casos_clinicos_cardiologia79	DISEASE	221	225	gout	
casos_clinicos_cardiologia79	DISEASE	559	566	syncope	
casos_clinicos_cardiologia79	DISEASE	1129	1151	hypertensive emergency	
casos_clinicos_cardiologia79	DISEASE	1490	1509	Myocardial necrosis	
casos_clinicos_cardiologia79	DISEASE	1606	1629	acute coronary syndrome	
casos_clinicos_cardiologia79	DISEASE	1645	1657	cardiomegaly	
casos_clinicos_cardiologia79	DISEASE	1659	1676	Aortic elongation	
casos_clinicos_cardiologia79	DISEASE	1726	1789	non-dilated left ventricle with moderate concentric hypertrophy	
casos_clinicos_cardiologia79	DISEASE	1850	1883	Dilatation of the ascending aorta	
casos_clinicos_cardiologia79	DISEASE	1923	1949	hypertensive heart disease	
casos_clinicos_cardiologia79	DISEASE	2002	2021	myocardial necrosis	
casos_clinicos_cardiologia79	DISEASE	2127	2147	intramural haematoma	
casos_clinicos_cardiologia79	DISEASE	2164	2257	intramural haematoma affecting the aortic arch and extending to the descending thoracic aorta	
casos_clinicos_cardiologia79	DISEASE	2309	2326	penetrating ulcer	
casos_clinicos_cardiologia79	DISEASE	2339	2349	dissection	
casos_clinicos_cardiologia79	DISEASE	2370	2392	aneurysmal dilatations	
casos_clinicos_cardiologia79	DISEASE	3192	3225	dilatation of the ascending aorta	
casos_clinicos_cardiologia79	DISEASE	3312	3333	acute aortic syndrome	
casos_clinicos_cardiologia79	DISEASE	3338	3361	ischaemic heart disease	
casos_clinicos_cardiologia79	DISEASE	3390	3410	intramural haematoma	
casos_clinicos_cardiologia79	DISEASE	3573	3582	haematoma	
casos_clinicos_cardiologia79	DISEASE	4118	4198	type A dissection with extension from the ascending aorta to both iliac arteries	
casos_clinicos_cardiologia79	DISEASE	4211	4263	thrombosis of the false lumen in the ascending aorta	
casos_clinicos_cardiologia79	DISEASE	5206	5228	hypertensive emergency	
casos_clinicos_cardiologia79	DISEASE	5316	5325	ischaemia	
casos_clinicos_cardiologia79	DISEASE	5359	5401	intramural haematoma in the thoracic aorta	
casos_clinicos_cardiologia555	DISEASE	86	100	drug allergies	
casos_clinicos_cardiologia555	DISEASE	109	115	smoker	
casos_clinicos_cardiologia555	DISEASE	191	241	gastric adenocarcinoma with lymph node involvement	
casos_clinicos_cardiologia555	DISEASE	1282	1303	hypertensive reaction	
casos_clinicos_cardiologia555	DISEASE	1960	1985	ectatic coronary arteries	
casos_clinicos_cardiologia555	DISEASE	2060	2149	dissection at the level of the ascending aorta, aortic arch and thoracic descending aorta	
casos_clinicos_cardiologia555	DISEASE	2291	2304	heart failure	
casos_clinicos_cardiologia555	DISEASE	3681	3706	Ectatic coronary arteries	
casos_clinicos_cardiologia555	DISEASE	4080	4102	valvular heart disease	
casos_clinicos_cardiologia555	DISEASE	4134	4154	pericardial effusion	
casos_clinicos_cardiologia555	DISEASE	4942	4997	Coronary vasospasm secondary to 5-fluoruracil treatment	
casos_clinicos_cardiologia555	DISEASE	4999	5032	Non-Q acute myocardial infarction	
casos_clinicos_cardiologia555	DISEASE	5034	5037	AMI	
casos_clinicos_cardiologia321	DISEASE	77	91	drug allergies	
casos_clinicos_cardiologia321	DISEASE	134	146	toxic habits	
casos_clinicos_cardiologia321	DISEASE	148	167	Depressive syndrome	
casos_clinicos_cardiologia321	DISEASE	210	229	situational syncope	
casos_clinicos_cardiologia321	DISEASE	277	294	acute myocarditis	
casos_clinicos_cardiologia321	DISEASE	1644	1661	sinus bradycardia	
casos_clinicos_cardiologia321	DISEASE	1898	1910	pneumothorax	
casos_clinicos_cardiologia321	DISEASE	2668	2681	insufficiency	
casos_clinicos_cardiologia321	DISEASE	3101	3114	insufficiency	
casos_clinicos_cardiologia321	DISEASE	3236	3267	Trivial tricuspid insufficiency	
casos_clinicos_cardiologia321	DISEASE	3289	3312	pulmonary insufficiency	
casos_clinicos_cardiologia321	DISEASE	3423	3443	pericardial effusion	
casos_clinicos_cardiologia321	DISEASE	4994	5015	ntramyocardial bridge	
casos_clinicos_cardiologia321	DISEASE	5442	5451	ischaemia	
casos_clinicos_cardiologia321	DISEASE	5566	5581	myopericarditis	
casos_clinicos_cardiologia321	DISEASE	5763	5778	myopericarditis	
casos_clinicos_cardiologia321	DISEASE	5981	6035	cardiac ferment serum, with a very rapid rise and fall	
casos_clinicos_cardiologia321	DISEASE	6145	6154	ischaemia	
casos_clinicos_cardiologia321	DISEASE	6196	6219	coronary artery disease	
casos_clinicos_cardiologia321	DISEASE	6295	6356	intramyocardial tract of significant length in the OM1 branch	
casos_clinicos_cardiologia321	DISEASE	6584	6597	vagal syncope	
casos_clinicos_cardiologia321	DISEASE	6655	6676	intramyocardial tract	
casos_clinicos_cardiologia321	DISEASE	6706	6725	transient ischaemia	
casos_clinicos_cardiologia321	DISEASE	7405	7477	Myocardial infarction with coronary arteries without obstructive lesions	
casos_clinicos_cardiologia321	DISEASE	7479	7485	MINOCA	
casos_clinicos_cardiologia321	DISEASE	7500	7568	significant intramyocardial trajectory of the obtuse marginal artery	
casos_clinicos_cardiologia225	DISEASE	85	99	drug allergies	
casos_clinicos_cardiologia225	DISEASE	101	110	Ex-smoker	
casos_clinicos_cardiologia225	DISEASE	180	201	arterial hypertension	
casos_clinicos_cardiologia225	DISEASE	203	206	AHT	
casos_clinicos_cardiologia225	DISEASE	256	280	type 2 diabetes mellitus	
casos_clinicos_cardiologia225	DISEASE	397	425	benign prostatic hyperplasia	
casos_clinicos_cardiologia225	DISEASE	430	459	cataract surgery in both eyes	
casos_clinicos_cardiologia225	DISEASE	876	888	scalp injury	
casos_clinicos_cardiologia225	DISEASE	903	926	cranioencephalic trauma	
casos_clinicos_cardiologia225	DISEASE	1327	1359	Left supranuclear facial paresis	
casos_clinicos_cardiologia225	DISEASE	2132	2148	pleural effusion	
casos_clinicos_cardiologia225	DISEASE	2200	2235	cerebral corticosubcortical atrophy	
casos_clinicos_cardiologia225	DISEASE	2237	2309	Left occipital and left thalamus hypodensities of acute ischaemic origin	
casos_clinicos_cardiologia225	DISEASE	2704	2726	aneurysmal dilatations	
casos_clinicos_cardiologia225	DISEASE	2775	2785	thrombosis	
casos_clinicos_cardiologia225	DISEASE	2998	3128	acute ischaemic infarction in the left temporo-occipital and left thalamic territory (the latter with haemorrhagic transformation)	
casos_clinicos_cardiologia225	DISEASE	3341	3363	vascular malformations	
casos_clinicos_cardiologia225	DISEASE	3421	3480	cardiac cavities of normal size, with moderate hypertrophy,	
casos_clinicos_cardiologia225	DISEASE	3681	3693	valvulopathy	
casos_clinicos_cardiologia225	DISEASE	3805	3835	left intraventricular thrombus	
casos_clinicos_cardiologia225	DISEASE	3898	3958	rounded thrombus of 11x16x15 mm adhered to septoapical wall.	
casos_clinicos_cardiologia225	DISEASE	4024	4041	myocardial oedema	
casos_clinicos_cardiologia225	DISEASE	4043	4104	Non-transmural subendocardial necrosis on the lateral aspect.	
casos_clinicos_cardiologia225	DISEASE	4116	4147	necrosis in the apical segments	
casos_clinicos_cardiologia225	DISEASE	4226	4234	thrombus	
casos_clinicos_cardiologia225	DISEASE	4499	4563	ischaemic stroke in the left posterior cerebral artery territory	
casos_clinicos_cardiologia225	DISEASE	4618	4624	stroke	
casos_clinicos_cardiologia225	DISEASE	4963	5019	ischaemia was observed in different arterial territories	
casos_clinicos_cardiologia225	DISEASE	5112	5134	vascular malformations	
casos_clinicos_cardiologia225	DISEASE	5201	5207	stroke	
casos_clinicos_cardiologia225	DISEASE	5273	5330	intraventricular thrombus adhered to the septoapical wall	
casos_clinicos_cardiologia225	DISEASE	5537	5560	subendocardial necrosis	
casos_clinicos_cardiologia225	DISEASE	5603	5613	infarction	
casos_clinicos_cardiologia225	DISEASE	5797	5843	recent stroke with haemorrhagic transformation	
casos_clinicos_cardiologia225	DISEASE	6109	6148	stroke with haemorrhagic transformation	
casos_clinicos_cardiologia225	DISEASE	6262	6277	apical thrombus	
casos_clinicos_cardiologia225	DISEASE	6408	6427	campimetric deficit	
casos_clinicos_cardiologia225	DISEASE	6612	6620	thrombus	
casos_clinicos_cardiologia225	DISEASE	6802	6887	Ischaemic stroke in the left posterior cerebral artery territory of embolic aetiology	
casos_clinicos_cardiologia225	DISEASE	6889	6914	Intraventricular thrombus	
casos_clinicos_cardiologia225	DISEASE	6916	6977	Old myocardial infarction in lateral face and apical segments	
casos_clinicos_cardiologia225	DISEASE	6979	7003	Type 2 diabetes mellitus	
casos_clinicos_cardiologia225	DISEASE	7005	7026	Arterial hypertension	
casos_clinicos_cardiologia198	DISEASE	84	135	prosthetic endocarditis due to Enterococcus faecali	
casos_clinicos_cardiologia198	DISEASE	205	253	abscess at the level of the mitroaortic junction	
casos_clinicos_cardiologia198	DISEASE	281	357	9 mm vegetation attached to the ventricular side of the non-coronary leaflet	
casos_clinicos_cardiologia198	DISEASE	415	474	abscess with gas within it, at the level of the aortic root	
casos_clinicos_cardiologia198	DISEASE	528	591	Gas bubbles were also present within the pulmonary artery trunk	
casos_clinicos_cardiologia198	DISEASE	710	719	infection	
casos_clinicos_cardiologia177	DISEASE	56	88	allergic reactions to medication	
casos_clinicos_cardiologia177	DISEASE	119	131	hypertension	
casos_clinicos_cardiologia177	DISEASE	133	146	dyslipidaemia	
casos_clinicos_cardiologia177	DISEASE	186	279	Peripheral arteriopathy with significant atheromatosis of the left superficial femoral artery	
casos_clinicos_cardiologia177	DISEASE	351	364	Polyarthrosis	
casos_clinicos_cardiologia177	DISEASE	424	436	appendicitis	
casos_clinicos_cardiologia177	DISEASE	1538	1550	organomegaly	
casos_clinicos_cardiologia177	DISEASE	1598	1605	ascites	
casos_clinicos_cardiologia177	DISEASE	1639	1667	chronic venous insufficiency	
casos_clinicos_cardiologia177	DISEASE	3347	3404	space-occupying lesions were seen in the blood parenchyma	
casos_clinicos_cardiologia177	DISEASE	3461	3486	retroperitoneal pathology	
casos_clinicos_cardiologia177	DISEASE	3715	3771	acute myocardial infarction without ST-segment elevation	
casos_clinicos_cardiologia177	DISEASE	3905	3975	right ostial coronary artery, which presented a critical ostial lesion	
casos_clinicos_cardiologia177	DISEASE	5085	5099	rhabdomyolysis	
casos_clinicos_cardiologia177	DISEASE	5104	5148	acute renal failure with a pre-renal profile	
casos_clinicos_cardiologia177	DISEASE	5311	5336	retroperitoneal pathology	
casos_clinicos_cardiologia177	DISEASE	5370	5404	toxic hepatitis and rhabdomyolysis	
casos_clinicos_cardiologia177	DISEASE	5774	5830	Acute myocardial infarction without ST-segment elevation	
casos_clinicos_cardiologia177	DISEASE	5852	5866	rhabdomyolysis	
casos_clinicos_cardiologia206	DISEASE	81	88	syncope	
casos_clinicos_cardiologia206	DISEASE	98	120	atrioventricular block	
casos_clinicos_cardiologia206	DISEASE	122	125	AVB	
casos_clinicos_cardiologia206	DISEASE	227	241	drug allergies	
casos_clinicos_cardiologia206	DISEASE	264	277	heart disease	
casos_clinicos_cardiologia206	DISEASE	287	307	sudden cardiac death	
casos_clinicos_cardiologia206	DISEASE	312	324	toxic habits	
casos_clinicos_cardiologia206	DISEASE	405	444	Mitochondrial cytopathy phenotype MELAS	
casos_clinicos_cardiologia206	DISEASE	493	522	severe sensorineural deafness	
casos_clinicos_cardiologia206	DISEASE	555	563	myopathy	
casos_clinicos_cardiologia206	DISEASE	630	651	tonic comical seizure	
casos_clinicos_cardiologia206	DISEASE	702	714	hyponatremia	
casos_clinicos_cardiologia206	DISEASE	716	741	Right bundle branch block	
casos_clinicos_cardiologia206	DISEASE	746	769	left anterior hemiblock	
casos_clinicos_cardiologia206	DISEASE	1029	1046	severe hypoacusis	
casos_clinicos_cardiologia206	DISEASE	1356	1359	AVB	
casos_clinicos_cardiologia206	DISEASE	1400	1424	left bundle branch block	
casos_clinicos_cardiologia206	DISEASE	2172	2175	BAV	
casos_clinicos_cardiologia206	DISEASE	2481	2495	pre-excitation	
casos_clinicos_cardiologia206	DISEASE	2680	2693	heart failure	
casos_clinicos_cardiologia206	DISEASE	2697	2713	pleural effusion	
casos_clinicos_cardiologia206	DISEASE	3253	3317	non-dilated left ventricle, slightly concentrically hypertrophie	
casos_clinicos_cardiologia206	DISEASE	3376	3390	valvulopathies	
casos_clinicos_cardiologia206	DISEASE	3397	3419	pulmonary hypertension	
casos_clinicos_cardiologia206	DISEASE	3518	3532	MELAS syndrome	
casos_clinicos_cardiologia206	DISEASE	3577	3580	AVB	
casos_clinicos_cardiologia206	DISEASE	3615	3629	pre-excitation	
casos_clinicos_cardiologia206	DISEASE	3657	3676	conduction disorder	
casos_clinicos_cardiologia206	DISEASE	3720	3758	fasciculoventricular accessory pathway	
casos_clinicos_cardiologia206	DISEASE	3834	3862	mild ventricular hypertrophy	
casos_clinicos_cardiologia206	DISEASE	4058	4079	mitochondrial disease	
casos_clinicos_cardiologia206	DISEASE	4354	4369	bradyarrhythmia	
casos_clinicos_cardiologia206	DISEASE	4616	4624	AV block	
casos_clinicos_cardiologia206	DISEASE	4680	4750	ventricular pre-excitation by a fasciculoventricular accessory pathway	
casos_clinicos_cardiologia206	DISEASE	4802	4805	AVB	
casos_clinicos_cardiologia206	DISEASE	4808	4822	MELAS syndrome	
casos_clinicos_cardiologia206	DISEASE	4824	4846	mitochondrial myopathy	
casos_clinicos_cardiologia206	DISEASE	4848	4862	encephalopathy	
casos_clinicos_cardiologia206	DISEASE	4864	4879	lactic acidosis	
casos_clinicos_cardiologia206	DISEASE	4885	4891	stroke	
casos_clinicos_cardiologia37	DISEASE	690	702	skin lesions	
casos_clinicos_cardiologia37	DISEASE	1012	1044	Hypersensitivity to beta-lactams	
casos_clinicos_cardiologia37	DISEASE	1048	1060	Toxic habits	
casos_clinicos_cardiologia37	DISEASE	1066	1072	smoker	
casos_clinicos_cardiologia37	DISEASE	1074	1081	Drinker	
casos_clinicos_cardiologia37	DISEASE	1145	1148	AHT	
casos_clinicos_cardiologia37	DISEASE	1150	1154	IIDM	
casos_clinicos_cardiologia37	DISEASE	1156	1169	dyslipidaemia	
casos_clinicos_cardiologia37	DISEASE	1171	1195	hyperuricaemia with gout	
casos_clinicos_cardiologia37	DISEASE	1197	1209	permanent AF	
casos_clinicos_cardiologia37	DISEASE	1258	1289	chronic ischaemic heart disease	
casos_clinicos_cardiologia37	DISEASE	1328	1358	carotid sinus hypersensitivity	
casos_clinicos_cardiologia37	DISEASE	1526	1559	Vertebral ankylosing hyperostosis	
casos_clinicos_cardiologia37	DISEASE	1564	1568	gout	
casos_clinicos_cardiologia37	DISEASE	1650	1678	Community-acquired pneumonia	
casos_clinicos_cardiologia37	DISEASE	1952	1994	adenopathies in the main lymph node groups	
casos_clinicos_cardiologia37	DISEASE	2041	2053	Septic mouth	
casos_clinicos_cardiologia37	DISEASE	2406	2409	DVT	
casos_clinicos_cardiologia37	DISEASE	2416	2428	skin lesions	
casos_clinicos_cardiologia37	DISEASE	2672	2696	left bundle branch block	
casos_clinicos_cardiologia37	DISEASE	2713	2732	global cardiomegaly	
casos_clinicos_cardiologia37	DISEASE	2743	2746	LVI	
casos_clinicos_cardiologia37	DISEASE	3095	3117	BACTERIAL ENDOCARDITIS	
casos_clinicos_cardiologia37	DISEASE	3571	3593	left atrial dilatation	
casos_clinicos_cardiologia37	DISEASE	3673	3698	concentric LV hypertrophy	
casos_clinicos_cardiologia37	DISEASE	3700	3787	Vegetation of 12x7mm at the level of the atrial segment of the posterior mitral leaflet	
casos_clinicos_cardiologia37	DISEASE	3899	3923	endocarditic involvement	
casos_clinicos_cardiologia37	DISEASE	3939	3957	Endocarditismitral	
casos_clinicos_cardiologia37	DISEASE	4193	4202	infection	
casos_clinicos_cardiologia37	DISEASE	4269	4292	allergy to beta-lactams	
casos_clinicos_cardiologia37	DISEASE	4354	4375	allergy -> AMPICYLINE	
casos_clinicos_cardiologia37	DISEASE	4416	4441	Infection on native valve	
casos_clinicos_cardiologia37	DISEASE	4468	4477	Infection	
casos_clinicos_cardiologia389	DISEASE	147	170	ischaemic heart disease	
casos_clinicos_cardiologia389	DISEASE	199	213	drug allergies	
casos_clinicos_cardiologia389	DISEASE	244	253	ex-smoker	
casos_clinicos_cardiologia389	DISEASE	283	355	Dyslipidaemia type heterozygous monogenic familial hypercholesterolaemia	
casos_clinicos_cardiologia389	DISEASE	360	381	hypertriglyceridaemia	
casos_clinicos_cardiologia389	DISEASE	401	422	arterial hypertension	
casos_clinicos_cardiologia389	DISEASE	426	443	diabetes mellitus	
casos_clinicos_cardiologia389	DISEASE	467	506	meningioma in the pontocerebellar angle	
casos_clinicos_cardiologia389	DISEASE	586	609	Ischaemic heart disease	
casos_clinicos_cardiologia389	DISEASE	632	649	exertional angina	
casos_clinicos_cardiologia389	DISEASE	802	963	wo-vessel coronary artery disease was detected: 99% stenosis in the proximal and middle anterior descending (AD) and under-occlusion of the right coronary artery	
casos_clinicos_cardiologia389	DISEASE	850	909	99% stenosis in the proximal and middle anterior descending	
casos_clinicos_cardiologia389	DISEASE	919	963	under-occlusion of the right coronary artery	
casos_clinicos_cardiologia389	DISEASE	1143	1200	Valvular heart disease of the severe aortic stenosis type	
casos_clinicos_cardiologia389	DISEASE	1310	1316	angina	
casos_clinicos_cardiologia389	DISEASE	1355	1406	severely calcified coronary arteries, with moderate	
casos_clinicos_cardiologia389	DISEASE	1590	1623	Stenosis of 90% in the middle LAD	
casos_clinicos_cardiologia389	DISEASE	1647	1679	Chronic occlusion of proximal DC	
casos_clinicos_cardiologia389	DISEASE	2533	2546	Corneal arcus	
casos_clinicos_cardiologia389	DISEASE	2582	2605	ischaemic heart disease	
casos_clinicos_cardiologia389	DISEASE	2932	2948	tendon xanthomas	
casos_clinicos_cardiologia389	DISEASE	3785	3808	ischaemic heart disease	
casos_clinicos_cardiologia389	DISEASE	3835	3865	familial hypercholesterolaemia	
casos_clinicos_cardiologia389	DISEASE	3867	3869	FH	
casos_clinicos_cardiologia389	DISEASE	4167	4205	Chronic stable ischaemic heart disease	
casos_clinicos_cardiologia389	DISEASE	4207	4241	two-vessel coronary artery disease	
casos_clinicos_cardiologia389	DISEASE	4298	4320	Valvular heart disease	
casos_clinicos_cardiologia389	DISEASE	4322	4356	severe symptomatic aortic stenosis	
casos_clinicos_cardiologia389	DISEASE	4487	4512	Heterozygous monogenic FH	
casos_clinicos_cardiologia20	DISEASE	1125	1151	bilateral pleural effusion	
casos_clinicos_cardiologia20	DISEASE	1180	1207	severe aortic insufficiency	
casos_clinicos_cardiologia20	DISEASE	1272	1313	bacterial endocarditis due to E. faecalis	
casos_clinicos_cardiologia30	DISEASE	36	61	type II diabetes mellitus	
casos_clinicos_cardiologia30	DISEASE	63	75	hypertension	
casos_clinicos_cardiologia30	DISEASE	77	97	hypercholesterolemia	
casos_clinicos_cardiologia30	DISEASE	102	123	chronic renal failure	
casos_clinicos_cardiologia30	DISEASE	368	391	ischaemic heart disease	
casos_clinicos_cardiologia30	DISEASE	445	464	acute renal failure	
casos_clinicos_cardiologia30	DISEASE	466	497	normochromic normocytic anaemia	
casos_clinicos_cardiologia30	DISEASE	588	624	second-degree atrioventricular block	
casos_clinicos_cardiologia30	DISEASE	925	959	occipital subarachnoid haemorrhage	
casos_clinicos_cardiologia30	DISEASE	1195	1221	bilateral pleural effusion	
casos_clinicos_cardiologia30	DISEASE	1676	1726	vegetations on the atrial side of the mitral valve	
casos_clinicos_cardiologia30	DISEASE	1847	1876	moderate mitral insufficiency	
casos_clinicos_cardiologia30	DISEASE	2011	2046	mitral endocarditis on native valve	
casos_clinicos_cardiologia514	DISEASE	69	81	hypertensive	
casos_clinicos_cardiologia514	DISEASE	209	232	acute coronary syndrome	
casos_clinicos_cardiologia514	DISEASE	894	951	flap from the aorta is observed in the ventricular cavity	
casos_clinicos_cardiologia514	DISEASE	958	987	moderate aortic insufficiency	
casos_clinicos_cardiologia514	DISEASE	1090	1110	pericardial effusion	
casos_clinicos_cardiologia514	DISEASE	1154	1220	linear calcification is identified in the lumen of the aortic arch	
casos_clinicos_cardiologia514	DISEASE	1233	1343	calcifications in the lumen of the abdominal aorta cranial to the renal vessels and both common iliac arteries	
casos_clinicos_cardiologia514	DISEASE	1361	1377	atheroma plaques	
casos_clinicos_cardiologia514	DISEASE	1469	1500	Aneurysm of the ascending aorta	
casos_clinicos_cardiologia514	DISEASE	1636	1653	pleural effusions	
casos_clinicos_cardiologia514	DISEASE	2207	2223	pulmonary oedema	
casos_clinicos_cardiologia514	DISEASE	2369	2377	asystole	
casos_clinicos_cardiologia514	DISEASE	2400	2425	Ascending aortic aneurysm	
casos_clinicos_cardiologia514	DISEASE	2427	2448	Acute aortic syndrome	
casos_clinicos_cardiologia514	DISEASE	2464	2501	coronary and aortic valve involvement	
casos_clinicos_cardiologia514	DISEASE	2516	2533	cardiogenic shock	
casos_clinicos_cardiologia416	DISEASE	65	77	hypertensive	
casos_clinicos_cardiologia416	DISEASE	85	100	type 2 diabetic	
casos_clinicos_cardiologia416	DISEASE	102	115	dyslipidaemic	
casos_clinicos_cardiologia416	DISEASE	117	126	ex-smoker	
casos_clinicos_cardiologia416	DISEASE	131	142	hypothyroid	
